name,MMSI,IMO,country
CAMILLE,0,7323463,Unknown
BREKO 999,0,9586382,Netherlands
VALLESIA,0,8624620,Unknown
COMMODORE,0,9468504,Netherlands
ARUBA,0,9638989,Netherlands
LISA,0,9552939,Netherlands
JOLANDA,0,9267895,Netherlands
PORT ELIZABETH,0,9636486,Netherlands
EILTANK 47,0,9286190,Germany
SAINTY JIANGDU 07STIG196,0,9580766,Unknown
SOPHIA,0,9267455,Netherlands
RENSEN DRIESSEN 1052,0,9736078,Netherlands
TRIMAX,0,9438901,Netherlands
VANTAGE,0,9430909,Netherlands
MILANO,0,9866445,Belgium
DUANDRA,0,9552927,Netherlands
CAYENNE,0,9249051,Switzerland
SOMTRANS XXXI,0,9648934,Netherlands
JENERO,0,9581356,Netherlands
LEOPOLDSTAD,0,9537707,Switzerland
EUREKA,0,9740964,Germany
KATRIN REICH,0,9920100,Netherlands
QUANDO,0,8623262,Belgium
ELISABETHSTAD,0,9537692,Belgium
VOLTERRA,0,9517202,Netherlands
TEMPTATION,0,9911290,Netherlands
ARGONON,0,9552903,Netherlands
ATLANTIC PARTNER,0,9556624,Netherlands
ACHILLES,0,9558141,Netherlands
TOLERANTIE,0,9353515,Netherlands
RENSEN DRIESSEN 1046,0,9699751,Netherlands
BALDER,0,9882188,Luxembourg
MAIKE II,0,8409317,Luxembourg
JESSICA,0,9032446,Germany
SOMTRANS XXXIII,0,9648946,Netherlands
AEGIR,0,9308261,Netherlands
NOOORDPARK,0,9895769,Netherlands
KAAPSTAD,0,9313606,Belgium
JEANDINE,0,9304837,Germany
ALDABRA,0,9562659,Netherlands
MANOUK,0,9895757,Netherlands
RP AMSTERDAM,0,9774719,Switzerland
ZEMBLA,0,9778519,Netherlands
ROSETTE 2,0,9453456,Germany
SMARAGD,0,9912402,Belgium
SOMTRANS XXX,0,9648910,Netherlands
SOMTRANS XXI,0,9571246,Luxembourg
OTD ALPHA,0,9416202,Netherlands
BIRJO,0,9896103,Belgium
VEKA B2078,0,9496549,Netherlands
ELISA S,0,9736793,Netherlands
BEETHOVEN,0,9316490,Belgium
VEKA B2076,0,9496525,Netherlands
NEW ORLEANS,0,9905241,Netherlands
MAXINE DEYMANN,0,9729300,Germany
COMPAGNON,0,9307164,Netherlands
NIEUWE MAAS,0,9869394,Netherlands
VENLO,0,8845406,Unknown
DORDRECHT 20,0,7430967,Unknown
CONCORDE,0,9249855,Netherlands
SARA,0,9792060,Germany
GITTE,0,9809605,Germany
RETURN,0,9832042,Germany
SONORA,0,9602253,Netherlands
OTTO DEYMANN,0,8643705,Netherlands
IMPROVAL,0,9838187,Netherlands
MARISKA,0,9582879,Netherlands
MARIA ELSIENA,0,9209829,Netherlands
EDGAR JAEGERS,0,9831438,Germany
BOTEIN,0,9455349,Netherlands
RIAD,0,9483841,Netherlands
VEKA 6008,0,9533282,Netherlands
RENSEN DRIESSEN 892,0,9705964,Netherlands
SANNE,0,8655954,Unknown
VIRGINIA,0,9552941,Netherlands
DE WAAL 169,0,9586590,Netherlands
CHARLOIS,0,9598062,Netherlands
MYRIAM,0,9602461,Netherlands
VLAKE,0,9295610,Netherlands
NUEVA VIDA,0,9394246,Belgium
BACCHUS,0,9822384,Switzerland
GALYPSOS,0,9235282,Belgium
BERMUDA,0,9869409,Netherlands
ENDEAVOUR,0,9562312,Netherlands
INFINITY,0,9338187,Netherlands
SPINOZA,0,9868015,Netherlands
SOMTRANS XXVI,0,9615975,Netherlands
HANNA,0,9388481,Netherlands
SOMTRANS XVI,0,9570072,Netherlands
SAINTY JIANGDU 07STIG194,0,9580754,Unknown
PASTEUR,0,8643585,Netherlands
RP ANTWERPEN,0,9802865,Switzerland
THEODELA L,0,9829368,Luxembourg
SERVUS,0,9572604,Netherlands
SOMBRA,0,9324760,Netherlands
ALMERIA,0,9316517,Belgium
SALACIA,0,9911408,Netherlands
CITO,0,9372793,Netherlands
VEKA 921,0,9705873,Netherlands
GALAXY,0,8856558,Netherlands
ATLANTIC PERFORMER,0,9599456,Netherlands
EILTANK 70,0,9309069,Germany
VEKA B2075,0,9496513,Netherlands
RIVA,0,9576208,Netherlands
HARINGVLIET,0,9585625,Netherlands
RP DORDRECHT,0,9533268,Switzerland
RYGO,0,9442029,Switzerland
COMPAAN,0,9582881,Netherlands
ZUIDWAL,0,9572692,Netherlands
VEKA B2074,0,9453470,Netherlands
BOLERO VI,0,9631943,Netherlands
DIAMANT,0,9886419,Belgium
BERGSE DIEP,0,9585637,Netherlands
SAINTY JIANGDU 07STIG185,0,9580730,Unknown
STOLT FLORENCE,0,9582910,Netherlands
VAN GOGH,0,9882164,Germany
SOLUTION,0,9884552,Netherlands
CATHARINA,0,9569190,Unknown
INTERCEPTOR,0,9905514,Netherlands
SOMTRANS XVII,0,9230799,Netherlands
THALASSA,0,9680932,Netherlands
MTS OASE,0,9905801,Netherlands
TAYCAN,0,9905772,Luxembourg
RP BRUSSEL,0,9705861,Switzerland
TELSTAR,0,9280940,Netherlands
MTS LUANA,0,9668219,Netherlands
MY WAY,0,9388493,Netherlands
ALMIRA,0,9416159,Netherlands
MICHELANGELO,0,9267443,Germany
MIDWAY,0,9563471,Netherlands
PONTIAS,0,9832078,France
TALISMAN,0,9896141,Netherlands
PETROTRADE VI,0,8945816,Philippines
ANTIBES,0,9671981,Belgium
FLORA,0,8225955,Togolese Rep
EILTANK 49,0,9249673,Germany
SOMTRANS X,0,9263837,Belgium
WAGNER,0,9819088,Belgium
NASSAUKADE,0,9453444,Netherlands
IMPERIAL GAS 93,0,9800908,Germany
ASTRA,0,9549920,Netherlands
IMPERIAL GAS 92,0,9800893,Germany
TROUT,0,9003275,Luxembourg
TWAITE,0,9003287,Luxembourg
AL BARQ AL SAUDI,403010000,9215024,Saudi Arabia
FRANKEN,0,8643523,Germany
BRATSK GES,0,9027130,Russia
NOVOSIBIRSK GES,0,9027142,Russia
TSIMLYANSK GES,273443840,9027154,Russia
NERODIA,0,9572898,Netherlands
CEBU,0,9316505,Netherlands
VAALS,353973000,9280964,Panama
SOMTRANS XIII,0,9328742,Netherlands
CHRISTIAAN,0,9205134,Unknown
PIZ TERRI,0,9054494,Unknown
CALENDULA 12,0,9092886,Netherlands
QUADRANS 1,0,9455234,Netherlands
QUADRANS2,0,9455260,Netherlands
RIVER,0,9432024,Netherlands
AIMEE,0,9887059,Belgium
FENIX,0,6903395,Unknown
LORENTZ,0,8643547,Netherlands
MAASPOORT,0,9051428,Unknown
VON HUMBOLDT,0,9136395,Unknown
GALILEO,0,8643559,Netherlands
MALTA,0,9652715,Netherlands
ELINE,0,9652727,Netherlands
RP BASEL,0,9802853,Switzerland
SKAGEN,0,9850630,Netherlands
IZAR,0,9806469,Germany
AYASOFYA,0,9816048,Germany
ANVERSA,0,9666352,Belgium
TRIPOLIS,0,9838175,Belgium
JANINA R,0,9823340,Germany
TARGA,0,9817755,Netherlands
ELVIRE,0,9806471,Germany
MESSINA,0,9652703,Netherlands
POSEIDON,0,9205471,Unknown
DE JONGE 82,0,9714123,Netherlands
AARYA,0,8748464,Comoros
RPG STOCKHOLM,0,9800934,Switzerland
RAFAEL,0,9148075,Germany
SOMTRANS XII,0,9328730,Netherlands
CHIMO,0,9809710,Netherlands
ESTHER,0,8325145,Unknown
ERIK WALTHER,0,9816050,Germany
RENEE,0,9455258,Unknown
ALBERDINA,0,9071911,Germany
EXPERIENCE,0,9267508,Netherlands
REMBRANDT,0,9809722,Germany
AMBE,0,7944669,Belgium
OCEAN GRACE 2,0,8033742,Togolese Rep
DOMINICA,0,9797096,Netherlands
RPG STUTTGART,0,9800910,Switzerland
KOTANK 3,0,9044736,Unknown
NEVADA,0,9821483,Netherlands
PUERTO POSADAS,0,8846527,Argentina
LOBELIA,0,9843235,Germany
MT UNICORN VOYAGER,657139700,8718835,Nigeria
NADUAH,0,9562300,Netherlands
MAINFRANKEN,0,9796626,Netherlands
TEAMCO 1039,0,9692868,Netherlands
LEONARDO,0,8643573,Switzerland
MONEYMAKER,0,9707077,Netherlands
LOUISA,0,9809461,Germany
PANAMERA,0,9669691,Belgium
GRIFFIOEN,0,9832066,Germany
GILLA,0,9038529,Unknown
FAHRENHEIT,0,7383841,Unknown
PIZ EVEREST,0,7324869,Switzerland
PISCES,0,7646011,Nigeria
PANERA,0,9545091,Netherlands
MABEL,0,9800972,Netherlands
VINE,0,8666472,Unknown
DE HOOP 9,0,9060508,Netherlands
CAMILLE,0,7323463,Unknown
CELSIUS,0,7383839,Unknown
ANACONDA,0,9545041,Netherlands
DA VINCI,0,9136400,Unknown
RENSEN DRIESSEN 1052,0,9736078,Netherlands
VIET HUNG 09,574012591,9555462,Vietnam
EUREKA,0,9740964,Germany
STOLT MADRID,0,8643729,Netherlands
FLATBACK,0,8324440,Equatorial Guinea
RENSEN DRIESSEN 1046,0,9699751,Netherlands
AVENGER,0,9807982,Netherlands
ANANTA,657143100,8606331,Nigeria
BACCARAT,0,9455246,Netherlands
RP AMSTERDAM,0,9774719,Switzerland
PREYOR 1,0,7732119,Nigeria
LENANEFT 2038,273351800,8988662,Russia
SOMTRANS IX,0,9205457,Unknown
VAISHNAVI,657143500,8681721,Nigeria
PUERTO DIAMANTE,0,8846539,Argentina
SYNERGY,0,9906518,Belgium
GITTE,0,9809605,Germany
CHRIS,0,9800984,Belgium
RETURN,0,9832042,Germany
IMPROVAL,0,9838187,Netherlands
RP HELSINKI,0,9800958,Switzerland
EDGAR JAEGERS,0,9831438,Germany
NORTHERN SEA,0,7705192,Unknown
MARISA,0,9103207,Unknown
GENFERSEE,0,9917373,Netherlands
RUBENS,0,9810903,Germany
SLOT ZUYEN,0,9239331,Germany
RPG BRISTOL,0,9800922,Switzerland
CHARIS,0,9693965,Belgium
MARIA DEL CARMEN II,0,7038939,Panama
SPINOZA,0,9868015,Netherlands
RP ANTWERPEN,0,9802865,Switzerland
ROXANNA,0,9205469,Unknown
SALLO,0,8681745,St Kitts & Nevis
SKY I,0,8672952,Panama
GWENDOLYNA,0,8016885,Unknown
RHEINTANK 40,0,8006919,Germany
ALMHORST 17,0,8643999,Germany
IBIM,0,8669981,Unknown
AQUAMARIN,0,9136149,Netherlands
THALASSA,0,9680932,Netherlands
PAPALOLO,0,8716186,Unknown
RHON III,0,9205483,Unknown
PONTIAS,0,9832078,France
SEA ROSE,0,7930498,Unknown
POLARIS,0,6705274,Argentina
DON LUCHO,755001631,9034078,Paraguay
CHANG XING,667001815,9119933,Sierra Leone
NEW REGENT,0,8312497,Unknown
HONG CHING,667001706,9062348,Sierra Leone
WO SHUN,667001839,9062245,Sierra Leone
BLUE OCEAN,667003338,9129653,Sierra Leone
VIET TIN 01,0,8508838,Unknown
PALMYRA,0,9030620,Togolese Rep
MT DING FONT,667001904,9136802,Sierra Leone
FOOK YUEN,667001329,9065065,Sierra Leone
LYUN SING 18,0,9041497,Unknown
SRI PHUKET,567064100,9062714,Thailand
NO.7 SJ GAS,440207000,9578878,Korea
FENG QING YOU,0,8987149,China
FAIRY TALE,312219000,9660413,Belize
ECOMATE,249812000,9078414,Malta
NSXX TRADER,325850000,8910598,Dominica
NEW NAVIGATOR 3,563744000,9550591,Singapore
NEW NAVIGATOR 2,563874000,9550606,Singapore
BLISS,563197000,9501629,Singapore
ALATEPE,677027200,9012082,Tanzania
TIGRAN MARTIROSYAN,273332610,9394480,Russia
28 TOKUEIMARU,431200655,9313539,Japan
SMOOTH SEA,567038700,8601630,Thailand
ORIS DI,352001864,9245299,Panama
NO 8 SJGAS,440404000,9627942,Korea
GLOSTER 1,518865000,9640463,Cook Islands
NAZAN,371125000,9373747,Panama
HONG SUI,413303250,9532018,China
NEW YOSHINO,431300724,9179919,Japan
HAWKS JAVAAHIRU,518100751,9174232,Cook Islands
ASAHI MARU,431501701,9254197,Japan
FADAK 6000,422088300,8610435,Iran
PEARL T,229895000,9264166,Malta
PRIDE OF FAIAL,0,9455193,Netherlands
STB 2,273442040,9109823,Russia
STB 1,273454260,9113276,Russia
BROTHERS 1,0,9109809,Russia
MRIYA,511100785,9109811,Palau
VYACHESLAV PANKOV,273343900,8848745,Russia
GELIOS,273361100,8711916,Russia
BROTHERS 9,0,8935689,Russia
BROTHERS 12,0,8881371,Russia
OLEG PERVAK,273451910,8881369,Russia
BROTHERS 10,0,8935469,Russia
BROTHERS 8,0,9080168,Russia
BROTHERS 3,0,9035369,Russia
TRITON,273422810,9035383,Russia
PALFLOT 5,0,9035371,Russia
NIKA SPIRIT,0,8895528,Russia
LAKHTA,0,8935770,Russia
LENANEFT 2068,273313200,8879847,Russia
INEMA,273352200,8711928,Russia
BROTHERS 4,0,8848020,Russia
BROTHERS 14,0,8876144,Russia
BROTHERS 15,273381100,8882545,Russia
JIN SHING,352447000,9046746,Panama
VINLANDIA,0,7800100,Panama
TONG ZHOU 6,413434150,9569580,China
NIAGARA,0,8003905,Samoa
ISTRA,273338880,9632088,Russia
BLUE VEGA,224536000,9631905,Spain
WHITDAWN,215335000,9604342,Malta
CHENG SHUN,667001967,9087881,Sierra Leone
OCEAAN,0,9371373,Netherlands
ARCTICA,273333320,6920147,Russia
ASMA,620542000,9411604,Comoros
TEMETERON,0,8917170,Unknown
FEWELL,667001776,7821013,Sierra Leone
EVIDENCE,0,9562336,Netherlands
MONTANA,0,8654417,Belgium
ECOTANKER II,0,9664990,Unknown
GREEN RHINE,0,9665009,Netherlands
RIANCO,0,9021655,Unknown
TRIENKE,0,8615124,Switzerland
INVENTORY,0,9060493,Belgium
AS MARINE SATU,525018251,9719678,Indonesia
NEW JERSEY,244770079,9367918,Netherlands
ZI DING XIANG,413375880,9534535,China
TYPHOON,245889000,9507582,Netherlands
TWISTER,245881000,9507594,Netherlands
DONIZETTI,209213000,9174098,Cyprus
BREITLING,205045800,9369057,Belgium
THRESHER,246295000,9377951,Netherlands
TEMPEST,244285000,9424754,Netherlands
MANTYRANO,0,9654529,Belgium
ZEELAND,0,9549970,Netherlands
VENRAY,371326000,9568885,Panama
STOLT WIEN,0,8643779,Netherlands
JAC,0,7360227,Unknown
SHARON,0,8302698,Unknown
PALFLOT 4,0,8952235,Russia
PALFLOT 2,0,8952247,Russia
TEXAS,244974329,9295309,Netherlands
TANZANITE,205335490,9306122,Belgium
NASSAUKADE,0,9453444,Netherlands
IMPERIAL GAS 93,0,9800908,Germany
ASTRA,0,9549920,Netherlands
IMPERIAL GAS 92,0,9800893,Germany
LENANEFT 2020,0,8988296,Russia
SCANNER I,0,7340966,Unknown
HONG YAN,413303260,9564073,China
LENANEFT 2064,273380700,8711904,Russia
AUDREY,525010059,9066318,Indonesia
XIN XIANG,0,9424297,Unknown
PAX MONTANA,0,9174189,Netherlands
SOFIA,357296000,9460409,Panama
DA QING 433,0,9007908,China
RPG STOCKHOLM,0,9800934,Switzerland
KROONSTAD,0,9847279,Belgium
FORTUNE,0,5399121,Nigeria
ACS 8,0,8400268,Thailand
PERMINA XV,0,7038850,Indonesia
MINGYANG888,457900548,9108661,Mongolia
SMOOTH SEA 22,567069700,9870991,Thailand
LENANEFT 2008,0,8988246,Russia
AMISTADE,0,9571868,Netherlands
ANGEL 118,355116000,9105310,Panama
DA AN 28,0,9872767,China
MA.VERONICA,548305100,9501631,Philippines
YANA,273452320,8971059,Russia
LENANEFT 5,0,8988387,Russia
LENANEFT 2060,273386400,8935744,Russia
HAI ZHOU 168,667001397,8514045,Sierra Leone
TREASURY,0,9095864,Netherlands
HONG YUN DA 2,0,9046899,Unknown
LENANEFT 2017,0,8988284,Russia
RPG STUTTGART,0,9800910,Switzerland
LENANEFT 4,0,8988375,Russia
LENANEFT 2031,273384500,8988349,Russia
ESPO,0,9124251,Comoros
RPG OSLO,0,9800946,Switzerland
LENANEFT 2063,273389600,8935768,Russia
MAO XIN,413506180,9651735,China
BEMOLANGA,0,8022195,Unknown
SHENG LI 11,0,8037308,China
ARTEMIDA,0,8950835,Unknown
LENANEFT 2001,0,8966925,Russia
TONGZHOU29,413447490,9655937,China
MERMAID I,0,7007502,Unknown
NADUAH,0,9562300,Netherlands
MAINFRANKEN,0,9796626,Netherlands
SEN HAI,0,8326539,China
SHENG LI 10,0,8037994,China
B. P. P. 501,0,9078191,Thailand
NTC LAWIN,548310500,8690368,Philippines
LENANEFT 2037,0,8988650,Russia
DA QING 430,0,7815143,China
AURORA,0,9868716,Luxembourg
LENANEFT 2041,273382500,8971047,Russia
YU TIAN 18 HAO,413477340,9610107,China
SMOOTH SEA 30,567070400,9892262,Thailand
SEA DRAGON,0,8910354,Unknown
SHENG LI 3,0,7942544,China
MARINA EXPRESS,0,8696520,Nigeria
BIN HAI 605,0,8429288,China
SHENG LI 1,0,7942520,China
JIU LONG 8,413379510,9565833,China
NADIA,0,7235850,Nigeria
HAIYANGSHIYOU362,413470550,9630353,China
ESMERALDAS,0,5017618,Ecuador
DOUBLE 2,0,8831376,Unknown
SEVEN SEAS,0,7228118,Cambodia
ZOEY.V,0,9496434,Unknown
TAI RONG 15,0,8829505,China
LENANEFT 2027,0,8988313,Russia
LE YANG 1,0,8682397,China
LINA,0,6515813,Nigeria
REIMERSWAAL,0,9044906,Unknown
GIBRALTAR,0,8748220,Netherlands
DIA 1,0,7415400,Unknown
SHENG LI 8,0,8038613,China
AN LEE,0,8300030,Unknown
MABEL,0,9800972,Netherlands
FU DA 368,413472260,9657686,China
AS MARINE LIMA,525200460,9860893,Indonesia
EKI,0,9562532,Nigeria
PINE 20,0,8122892,Mongolia
SHENG LI 6,0,7942570,China
GREAT BALBOA,356102000,6329020,Panama
MORLAP TRADER,0,7217597,Nigeria
TONG ZHOU 27,413447510,9655949,China
LENANEFT 2030,273385500,8988325,Russia
SOMNIUM,0,9044891,Unknown
DA QING 431,0,8425048,China
PETRO 168,0,8403739,Cambodia
LENANEFT 2025,0,8988624,Russia
ZHONGXINYOU3,413465040,8660519,China
YURIYY CHZHAN,0,8966937,Russia
LIBERTAD 1,735057546,7003403,Ecuador
PEACE STAR,0,7104611,DPR Korea
TOYOMASA MARU,431300401,9146778,Japan
SRI NARA,567001580,9062271,Thailand
THAILAEMTHONG 6,567001340,9041863,Thailand
DONA ANNETTE,755003671,8882533,Paraguay
LENANEFT 2012,0,5615068,Russia
PORNNUTCHA 2,0,9033517,Unknown
DAYU,0,5119026,Liberia
NOBLE ONE,518100907,9031894,Cook Islands
QI XING,0,8108925,China
AUTAN,0,9868728,Luxembourg
HAI JUN,518100802,9054896,Cook Islands
ABDULLAH 1,0,8316065,Panama
UNION XII,0,9433169,Netherlands
ARCTURUS NO. 2,0,7815131,Nigeria
DOOLA SUN,440054060,9827748,Korea
SHENG LI 2,0,7942532,China
DAYA ARMADA 01,525101668,9250921,Indonesia
LENANEFT 2011,273383600,8988258,Russia
SHENG LI 4,0,7942556,China
URARTU,273312850,9353058,Russia
LENANEFT 2003,0,8966949,Russia
GOLDEN STAR,0,7808633,Unknown
TIRTA SAMUDRA XVII,0,8620466,Indonesia
NEFELI I,0,8848771,Panama
LENANEFT 2026,0,8988636,Russia
VENUS,0,8300042,Unknown
VICTORY I,0,6903474,Nigeria
LENANEFT 3,0,8988363,Russia
LENANEFT 2023,0,8988600,Russia
INTER ARMADA 01,542632110,9066942,Niue
CAUTIVO,0,7010030,Ecuador
MT.ASIKE1,525015459,9004085,Indonesia
LENANEFT 2043,273381500,8970859,Russia
TM HAI HA 588,574014424,9930301,Vietnam
OU HUA 12,413475640,9688178,China
ORAPIN 3,0,8126094,Thailand
ANDRA,0,7336642,Unknown
LENANEFT 2021,0,8988301,Russia
CHRIS,0,9800984,Belgium
LENANEFT 2039,0,8988674,Russia
GOLD STAR,567060800,9020558,Thailand
RP HELSINKI,0,9800958,Switzerland
SHUN YUAN 18,413524040,9523823,China
HONG AN,413303230,9486946,China
AL KABEER,0,8989197,Panama
EMILIANO ZAPATA,0,6923931,Mexico
APHRODITE,0,9384710,Netherlands
NING FENG YOU 1,0,9660346,China
LENANEFT 2014,0,5615070,Russia
RPG BRISTOL,0,9800922,Switzerland
LENANEFT 2016,0,8988569,Russia
DA QING 734,0,8831388,China
MEJORA,0,9569061,Netherlands
LENANEFT 2013,0,8988260,Russia
FORTUNA,0,8950823,Unknown
XIN JI CHENG,667001215,9209984,Sierra Leone
OKO MARU,431100146,9110078,Japan
PAN LIAN YOU NO. 19,0,8985529,China
QIAO JI,0,9095955,Unknown
PORNNUTCHA 5,0,9066497,Thailand
LENANEFT 2022,0,8988595,Russia
PARANA I,0,8002286,Argentina
LENANEFT 2024,0,8988612,Russia
HONG DA HAI 26,413450450,9660334,China
MT GLOBAL GENESIS,518100860,9451501,Cook Islands
JIU LONG 5,413379990,9627930,China
LENANEFT 2015,0,8988272,Russia
ROMA,0,8615112,Netherlands
HONG YUE,412501720,9519690,China
SYMPHONY,0,9468487,Luxembourg
ANNABELLA,525010056,9056545,Indonesia
AMPHIRO,0,8665105,Netherlands
BENICHITOSE,636019905,9172492,Liberia
PLATA,0,7045580,Argentina
SHENG LI 5,0,7942568,China
JIU LONG 7,412380880,9627734,China
HASSHO MARU NO.1,431501712,9254226,Japan
SHENG LI 7,0,8037982,China
LENANEFT 2032,273383500,8988351,Russia
SOMTRANS IV,0,9045778,Unknown
TIMOFY BELOZEROV,0,8988571,Russia
CHANG RUI,667001790,9058696,Sierra Leone
MT.AS MARINE ENAM,525200849,9861029,Indonesia
GUO HAI 2,0,8679857,China
TIKSI,273453420,8971827,Russia
LENANEFT 2010,0,8988557,Russia
PHOENIX,518998457,9450208,Cook Islands
MT MARGARET XI,525022266,8909630,Indonesia
SUN FAT,667001581,9136979,Sierra Leone
MAIDEN,0,7043477,Indonesia
BONITO,0,6802319,Ecuador
LENANEFT 2019,0,8988583,Russia
BATAMAS SENTOSA V,0,7104740,Indonesia
DON JUAN,755905000,8879859,Paraguay
MT SIDRAAL WAJBAH,636013478,9481178,Liberia
COMPONIST,0,9455301,Netherlands
SENNA 7,567531000,9135561,Thailand
MATRIX,0,9455313,Netherlands
FORENS,0,9564748,Netherlands
FT ALBARO,215483000,9447275,Malta
ORATUULIA,255806230,9447237,Madeira
BOMAR MARS,256784000,9377030,Malta
MRC SEMIRAMIS,249028000,9418793,Malta
MRC HATICE ANA,215345000,9536935,Malta
MRC EMIRHAN,249567000,9444936,Malta
WINNER 6,563112900,9414113,Singapore
KEY FJORD,257136000,8913708,Norway
BOM JESUS,354146000,9299202,Panama
ORIS SOFI,374851000,8920282,Panama
ATLANTIS ARACELI,248080000,9367243,Malta
ST SOLENE,232042007,9282675,United Kingdom (UK)
R.C BEHAR,215581000,9413664,Malta
CORRIB FISHER,232016768,9413585,United Kingdom (UK)
HITRA,249421000,9413652,Malta
BOMAR CERES,256815000,9367231,Malta
ATLANTIS ARKI,248079000,9367255,Malta
ELIANA,215630000,9327310,Malta
TEO ATK,271050642,9803429,Turkey
VERSUTIUS,253834000,9418925,Luxembourg
ECO LUCIDITY,538006120,9733624,Marshall Islands
LS JAMIE,236507000,9418937,Gibraltar
NORTHSEA RATIONAL,248114000,9334296,Malta
BOMAR VENUS,215135000,9374014,Malta
GLOBAL RANI,518100861,9136113,Cook Islands
KIRISHIMA MARU NO.15,431013065,9844124,Japan
VICTORIA 267,0,9107708,Unknown
PAVINO,356161000,9310381,Panama
VOLGA FLOT 5,0,8745694,Russia
VOLGA FLOT 6,0,8745709,Russia
THEODOR ESSBERGER,255806146,9403906,Madeira
VOLGA FLOT 2,0,8745668,Russia
VYACHESLAV GOGULIN,273396300,8745682,Russia
VOLGA FLOT 8,273390400,8745723,Russia
VARUNA,538010137,9269934,Marshall Islands
LARA S,249689000,9334301,Malta
MEDIA,372640000,9377432,Panama
B.OCEAN,538004147,9377834,Marshall Islands
SEALION,636014306,9377810,Liberia
WOO CHOON,441730000,9377822,Korea
ELISABETH J,212651000,9264116,Cyprus
JAMAL MASSRY,0,7361465,Gambia
BOYNE,256247000,9369928,Malta
CHANG SHUN 8,0,8682969,Unknown
BITUMEN STAR,518998204,9159282,Cook Islands
HAI SOON 32,564807000,9229934,Singapore
C ROCK,215893000,9333668,Malta
GAZPROMNEFT ZUIDEAST,273353580,9537109,Russia
ORAKAI,255806225,9402689,Madeira
VACAMONTE,373151000,9402691,Panama
ORALYNN,219030184,9402677,Denmark
ORALUNA,255806227,9537094,Madeira
MEKONGTRANS 02,0,9097410,Vietnam
GOLDEN SKY HANA,440250000,9310226,Korea
FALSTRIA SWAN,304955000,9367217,Antigua & Barbuda
ORAMALIA,255806229,9392640,Madeira
BALT FLOT 5,273384250,9751925,Russia
BALTFLOT 2,273365790,9751884,Russia
BALT FLOT3,273373240,9751896,Russia
BALT FLOT 1,273364790,9751872,Russia
BALT FLOT 6,273385250,9751937,Russia
PROFESSOR ZAKHAROV,273383920,9751901,Russia
NICHIMI MARU,431011093,9831373,Japan
AB VICTORY,511100371,9287871,Palau
THE DEPUTY,256122000,9287883,Malta
AZURYTH,0,8111518,Nigeria
ROYAL PRINCESS,0,8863484,Panama
SANKO MARU,431012773,9851385,Japan
YM VENUS,215826000,9291585,Malta
GOLDEN MERCURY,356469000,9272802,Panama
SENNA 4,567413000,8717934,Thailand
SC GOLDEN FORTUNE LX,525119158,9233870,Indonesia
RUN FAR,356064000,9140592,Panama
AZURYTH,212228000,9431020,Cyprus
MOUSON 328,0,9021198,Unknown
NATALIA 1,0,7900522,Palau
GAS CRYSTAL,0,8913215,Malta
HAI SOON 39,518100014,9188520,Cook Islands
MT.SOECHI ASIA XXIX,525015817,9110145,Indonesia
SHEKINA,0,9237814,Mexico
AL SUMUO AL SAUDI,403062000,9185578,Saudi Arabia
RM 5,567604000,9159311,Thailand
MT.SUCCESS VICTORY34,525021054,9218090,Indonesia
SUNNY POWER,667001682,9154036,Sierra Leone
MT.MARLIN 8,525007258,9168336,Indonesia
KARADENIZ POWERSHIP SUAT BEY,0,9004308,Liberia
GLORY,0,9009528,St Kitts & Nevis
GLORISKY,667001361,9004310,Sierra Leone
MEGA,0,9009530,St Kitts & Nevis
BITUMEN HIKARI,563165300,9801419,Singapore
MARIA DEL CARMEN VII,735058842,9175470,Ecuador
HENG HUI 58,414403070,9843455,China
NGOL KWANZA,312081000,9190236,Belize
NO.10 HASSHOMARU,431001112,9553074,Japan
LEE FONT A2,667001947,8405725,Sierra Leone
LEONA NO.2,671368100,8405713,Togolese Rep
GEORG ESSBERGER,255735000,9191175,Madeira
YUYO MARU,431501743,9266803,Japan
PANORMUS,0,7382782,Malta
PHILIPP ESSBERGER,255714000,9191163,Madeira
SHINMICHIMARU,432356000,9267730,Japan
AL RAAD AL SAUDI,403234640,9009944,Saudi Arabia
KAIREI,431000639,9459747,Japan
EMMA,0,9335757,Belgium
HUA GANG,0,7908471,Panama
ACS 85,567001780,8894639,Thailand
CRANE LUNA,355404000,9792175,Panama
ELENA H,352287000,9814337,Panama
PARTH,626220000,9440227,Gabon
AI MARU,431501797,9327762,Japan
AZRA S,215241000,9403918,Malta
KEY MARMARA,248891000,9268239,Malta
OZDEN S,215253000,9338735,Malta
OCEAN STAR,0,8105533,Sierra Leone
GREEN BELT,0,9004621,Cook Islands
YONG FENG,341307000,7374448,St Kitts & Nevis
BAUHINIA,525107002,9153575,Indonesia
LINDA KOSAN,219048000,9525209,Denmark
MONICA KOSAN,229482000,9525182,Malta
EMILY KOSAN,235089934,9525223,United Kingdom (UK)
TRACEY KOSAN,219129000,9525211,Denmark
INGE KOSAN,235085682,9525194,United Kingdom (UK)
RMS 1,352001413,9418963,Panama
STOLT JAEGER,235112981,9114775,United Kingdom (UK)
STOLT SEAGULL,235112571,9125645,United Kingdom (UK)
SOKRAT,273215560,9140827,Russia
STOLT OSPREY,235112065,9147461,United Kingdom (UK)
FJELLSTRAUM,257601000,9140815,Norway
SEAPOWER,248180000,9546162,Malta
